,SRS ID,depth,alpha,profiler,Body Site
430,SRS057539,-3.0,3.4592847197268566,burst,tongue_dorsum
431,SRS057539,-4.0,3.4674718069646757,burst,tongue_dorsum
432,SRS057692,-1.0,2.8916895061149845,burst,tongue_dorsum
433,SRS057692,-2.0,2.8994230211399152,burst,tongue_dorsum
434,SRS057692,-3.0,2.8675026414263582,burst,tongue_dorsum
435,SRS057692,-4.0,2.685747188813726,burst,tongue_dorsum
436,SRS057791,-1.0,3.7301087692019,burst,tongue_dorsum
437,SRS057791,-2.0,3.7350389956283965,burst,tongue_dorsum
438,SRS057791,-3.0,3.6666330575869033,burst,tongue_dorsum
439,SRS057791,-4.0,3.6783955711328153,burst,tongue_dorsum
440,SRS058182,-1.0,0.5328153470301293,burst,right_retroauricular_crease
441,SRS058182,-2.0,0.5350259939319002,burst,right_retroauricular_crease
442,SRS058182,-3.0,0.5171720283397985,burst,right_retroauricular_crease
443,SRS058182,-4.0,0.555993522013855,burst,right_retroauricular_crease
444,SRS058221,-1.0,0.4417344273333741,burst,right_retroauricular_crease
445,SRS058221,-2.0,0.43970263738127685,burst,right_retroauricular_crease
446,SRS058221,-3.0,0.44357855228460513,burst,right_retroauricular_crease
447,SRS058221,-4.0,0.4157997913861491,burst,right_retroauricular_crease
448,SRS058336,-1.0,2.699194854911402,burst,tongue_dorsum
449,SRS058336,-2.0,2.703811392759237,burst,tongue_dorsum
450,SRS058336,-3.0,2.7086665608217224,burst,tongue_dorsum
451,SRS058336,-4.0,2.6538272302180017,burst,tongue_dorsum
452,SRS062540,-1.0,3.2253708798267695,burst,tongue_dorsum
453,SRS062540,-2.0,3.2243506495519654,burst,tongue_dorsum
454,SRS062540,-3.0,3.19649280399482,burst,tongue_dorsum
455,SRS062540,-4.0,3.0789642864393767,burst,tongue_dorsum
456,SRS063040,-1.0,2.596515633847084,burst,stool
457,SRS063040,-2.0,2.602556954846392,burst,stool
458,SRS063040,-3.0,2.5776633405281,burst,stool
459,SRS063040,-4.0,2.5747622990531336,burst,stool
460,SRS063215,-1.0,3.2075158358528357,burst,subgingival_plaque
461,SRS063215,-2.0,3.199460409145767,burst,subgingival_plaque
462,SRS063215,-3.0,3.190075929868594,burst,subgingival_plaque
463,SRS063215,-4.0,3.5232033770235613,burst,subgingival_plaque
464,SRS063288,-1.0,3.0250144643346544,burst,tongue_dorsum
465,SRS063288,-2.0,3.028293420836414,burst,tongue_dorsum
466,SRS063288,-3.0,3.0442085049787138,burst,tongue_dorsum
467,SRS063288,-4.0,2.9583771244086416,burst,tongue_dorsum
468,SRS063932,-1.0,3.958262253028232,burst,tongue_dorsum
469,SRS063932,-2.0,3.961364990237476,burst,tongue_dorsum
470,SRS063932,-3.0,3.9309205335609847,burst,tongue_dorsum
471,SRS063932,-4.0,3.9226167235092637,burst,tongue_dorsum
472,SRS064493,-1.0,1.3966106339096478,burst,supragingival_plaque
473,SRS064493,-2.0,1.400927638008502,burst,supragingival_plaque
474,SRS064493,-3.0,1.3739320362139458,burst,supragingival_plaque
475,SRS064493,-4.0,1.324176946921109,burst,supragingival_plaque
476,SRS065278,-1.0,3.6771658188735925,burst,tongue_dorsum
477,SRS065278,-2.0,3.68763080142093,burst,tongue_dorsum
478,SRS065278,-3.0,3.6727118982638975,burst,tongue_dorsum
479,SRS065278,-4.0,3.626382428101137,burst,tongue_dorsum
